provider_ccn,hospital_name,state_code,city,fiscal_year_begin_date,fiscal_year_end_date,number_of_beds,total_costs,inpatient_total_charges,combined_outpatient_inpatient_total_charges,inpatient_revenue,total_patient_revenue,net_patient_revenue,less_total_operating_expense,net_income_from_service_to_patients
140209,METHODIST MEDICAL CTR OF ILLINOIS,IL,PEORIA,01/01/2023,12/31/2023,203.0,400610303.0,759730226.0,1929624384.0,763603161.0,1937723039.0,495615226.0,438106642.0,57508584.0
190308,ST. BERNARD PARISH HOSPITAL,LA,CHALMETTE,01/01/2023,12/31/2023,40.0,41082028.0,27332002.0,151557076.0,27332002.0,151557076.0,38077670.0,56077169.0,-17999499.0
193080,SPECIALTY REHABILITATION HOSPITAL,LA,COUSHATTA,01/01/2023,12/31/2023,12.0,4757686.0,6036894.0,6347459.0,6036894.0,6347459.0,5710597.0,5166650.0,543947.0
194102,BEACON BEHAVIORAL HOSPITAL- LUTCHER,LA,LUTCHER,01/01/2023,12/31/2023,19.0,6707522.0,9555196.0,15128821.0,9555196.0,15128821.0,7698001.0,6125154.0,1572847.0
194114,RIVER PLACE BEHAVIORAL HEALTH,LA,LAPLACE,01/01/2023,12/31/2023,104.0,17151469.0,63259200.0,63719400.0,63259200.0,63719400.0,22368871.0,17557119.0,4811752.0
221990,CHESTNUT HILL BENEVOLENT ASSOCIATION,MA,CHESTNUT HILL,01/01/2023,12/31/2023,20.0,6932814.0,2834537.0,2834537.0,2834537.0,2911502.0,2911502.0,9307978.0,-6396476.0
230035,COREWELL HEALTH GREENVILLE HOSPITAL,MI,GREENVILLE,01/01/2023,12/31/2023,44.0,108185998.0,61282784.0,340948059.0,59507833.0,350087110.0,141501948.0,127569287.0,13932661.0
230275,HEALTHSOURCE SAGINAW  INC.,MI,SAGINAW,01/01/2023,12/31/2023,7.0,51406460.0,65867586.0,66935299.0,68427058.0,69676652.0,47400479.0,56758354.0,-9357875.0
231313,HARBOR BEACH COMMUNITY HOSPITAL,MI,HARBOR BEACH,01/01/2023,12/31/2023,15.0,15862326.0,4429772.0,18343873.0,4429772.0,20217168.0,15550164.0,18110429.0,-2560265.0
232023,SSH - MACOMB COUNTY  INC.,MI,MOUNT CLEMENS,01/01/2023,12/31/2023,92.0,53212126.0,425391960.0,425391960.0,425391961.0,425391961.0,61008168.0,54493091.0,6515077.0
240080,UNIVERSITY OF MINNESOTA MEDICAL CTR,MN,MINNEAPOLIS,01/01/2023,12/31/2023,647.0,1866469368.0,4096487958.0,6723558373.0,4096212612.0,6825419375.0,2078601211.0,2119364993.0,-40763782.0
240106,REGIONS HOSPITAL,MN,ST PAUL,01/01/2023,12/31/2023,429.0,823919372.0,1633726370.0,2902324733.0,1633726305.0,3003920780.0,942108537.0,994199223.0,-52090686.0
241356,MILLE LACS HOSPITAL,MN,ONAMIA,10/01/2022,09/30/2023,18.0,45425547.0,20547173.0,92244347.0,21521557.0,106663470.0,52242222.0,58602252.0,-6360030.0
250048,ST. DOMINIC-JACKSON MEMORIAL HOSP,MS,JACKSON,01/01/2023,12/31/2023,526.0,445794925.0,910659836.0,1793916733.0,910796836.0,1793916733.0,410117938.0,552368715.0,-142250777.0
293034,PAM REHAB HOSP OF CENTENNIAL HILLS,NV,LAS VEGAS,01/01/2023,12/31/2023,44.0,23749126.0,53796377.0,58673511.0,53796377.0,58673511.0,36829723.0,25216096.0,11613627.0
310017,CHILTON HOSPITAL,NJ,POMPTON PLAINS,01/01/2023,12/31/2023,180.0,245772101.0,791804486.0,1636447581.0,854625241.0,1668922247.0,278027952.0,259932347.0,18095605.0
310019,ST. JOSEPHS UNIVERSITY MEDICAL CENT,NJ,PATERSON,01/01/2023,12/31/2023,681.0,731614019.0,2738120924.0,4079873020.0,2766063731.0,4164361255.0,832108365.0,988211273.0,-156102908.0
310027,TRINITAS HOSPITAL,NJ,ELIZABETH,01/01/2023,12/31/2023,182.0,336357614.0,684056846.0,1431908420.0,688127875.0,1464741922.0,273971953.0,359129599.0,-85157646.0
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPI,NJ,NEW BRUNSWICK,01/01/2023,12/31/2023,630.0,1484013125.0,5036634205.0,7213797070.0,5096293678.0,7322329870.0,1513980856.0,1786818751.0,-272837895.0
330045,HUNTINGTON HOSPITAL,NY,HUNTINGTON,01/01/2023,12/31/2023,269.0,427464426.0,1288582018.0,1864584797.0,1288582018.0,1864584797.0,647336376.0,670738708.0,-23402332.0
330046,MOUNT SINAI ST. LUKES ROOSEVELT HOSP,NY,NEW YORK,01/01/2023,12/31/2023,633.0,1276488404.0,4427315287.0,6151970979.0,4427315285.0,6151970977.0,1399283630.0,1694256703.0,-294973073.0
330058,GENEVA GENERAL HOSPITAL,NY,GENEVA,01/01/2023,12/31/2023,117.0,120805922.0,103020933.0,264129824.0,103752635.0,293244839.0,103760874.0,151183709.0,-47422835.0
330059,MONTEFIORE MEDICAL CENTER,NY,BRONX,01/01/2023,12/31/2023,1444.0,3196659195.0,11470283368.0,17749498328.0,11470283368.0,17749498328.0,3662064000.0,5018654000.0,-1356590000.0
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTE,NY,NIAGARA FALLS,01/01/2023,12/31/2023,133.0,108124162.0,75668172.0,173386162.0,83988540.0,188659988.0,90885078.0,134161650.0,-43276572.0
331990,HIGH RIDGE HOUSE,NY,RIVERDALE,01/01/2023,12/31/2023,20.0,2308821.0,815804.0,815804.0,815804.0,822761.0,822761.0,4479019.0,-3656258.0
360056,MERCY HEALTH - FAIRFIELD HOSPITAL,OH,FAIRFIELD,01/01/2023,12/31/2023,204.0,263600388.0,785732388.0,1518772248.0,785732388.0,1518772247.0,289367817.0,289445835.0,-78018.0
360066,ST. RITAS MEDICAL CENTER LLC,OH,LIMA,01/01/2023,12/31/2023,329.0,392428207.0,1200592930.0,2584198410.0,1200593219.0,2584198698.0,511854113.0,459751553.0,52102560.0
360076,ATRIUM MEDICAL CENTER,OH,FRANKLIN,01/01/2023,12/31/2023,244.0,224944426.0,562913619.0,1118782140.0,563010922.0,1119460882.0,246101968.0,228382649.0,17719319.0
360084,AULTMAN HOSPITAL,OH,CANTON,01/01/2023,12/31/2023,335.0,547197835.0,935165623.0,2243720265.0,936706830.0,2249304758.0,651284707.0,711167056.0,-59882349.0
360131,ALLIANCE COMMUNITY HOSPITAL,OH,ALLIANCE,01/01/2023,12/31/2023,50.0,91318645.0,35208719.0,291073459.0,35208718.0,292237073.0,102444284.0,102451214.0,-6930.0
360161,ST. JOSEPH HEALTH CENTER,OH,WARREN,01/01/2023,12/31/2023,137.0,160504407.0,410002362.0,1159672175.0,410002437.0,1159754982.0,206727001.0,182377672.0,24349329.0
360172,MERCY REGIONAL MEDICAL CENTER,OH,LORAIN,01/01/2023,12/31/2023,149.0,197996699.0,468480715.0,1166508160.0,468496443.0,1166554825.0,221806960.0,236274059.0,-14467099.0
360174,UPPER VALLEY MEDICAL CENTER,OH,TROY,01/01/2023,12/31/2023,139.0,129425019.0,270888575.0,699413565.0,270844822.0,699413567.0,154734564.0,138739214.0,15995350.0
360203,SOUTHEASTERN OHIO REG MED CTR,OH,CAMBRIDGE,01/01/2023,12/31/2023,86.0,75159410.0,73582956.0,280385257.0,73612964.0,282511112.0,92574371.0,90764526.0,1809845.0
360218,LICKING MEMORIAL HOSPITAL,OH,NEWARK,01/01/2023,12/31/2023,219.0,252017815.0,270139616.0,974117175.0,270139616.0,974590516.0,323668033.0,269623974.0,54044059.0
360234,MERCY HEALTH WEST HOSPITAL,OH,CINCINNATI,01/01/2023,12/31/2023,205.0,257775104.0,749242460.0,1520557350.0,749242459.0,1520557348.0,278477130.0,279429235.0,-952105.0
360276,ST ELIZABETH BOARDMAN HEALTH CTR,OH,YOUNGSTOWN,01/01/2023,12/31/2023,210.0,214934889.0,624044288.0,1465039212.0,624044288.0,1465039210.0,290463668.0,245120415.0,45343253.0
361310,MERCY HEALTH-WILLARD HOSPITAL LLC,OH,WILLARD,01/01/2023,12/31/2023,20.0,22853717.0,11832356.0,84754341.0,12012952.0,84845242.0,28735393.0,26678252.0,2057141.0
363039,UNIVERSITY HOSPITALS AVON REHABILITA,OH,AVON,01/01/2023,12/31/2023,50.0,13347841.0,31740883.0,31740883.0,31740883.0,31740883.0,17777802.0,14377971.0,3399831.0
364056,ASSURANCE HEALTH CINCINNATI,OH,CINCINNATI,01/01/2023,12/31/2023,28.0,6595849.0,12491905.0,12491905.0,12491905.0,12491905.0,7199046.0,7004433.0,194613.0
372012,INSPIRE SPECIALTY HOSPITAL - MW CITY,OK,MIDWEST CITY,01/01/2023,12/31/2023,31.0,8682722.0,22333181.0,22333181.0,22333181.0,22333181.0,9543680.0,9100629.0,443051.0
380038,PROVIDENCE WILLAMETTE FALLS MED CTR,OR,OREGON CITY,01/01/2023,12/31/2023,101.0,167080448.0,152432248.0,428733156.0,152442748.0,433867383.0,190578887.0,205247657.0,-14668770.0
380082,PROVIDENCE MILWAUKIE HOSPITAL,OR,MILWAUKIE,01/01/2023,12/31/2023,47.0,116368574.0,104739971.0,324568513.0,104743280.0,346264208.0,142229241.0,150938302.0,-8709061.0
400137,DOCTORS CENTER HOSPITAL OH-DORADO,PR,DORADO,02/13/2023,09/30/2023,50.0,19159485.0,16875303.0,45767977.0,16875303.0,45767977.0,16946891.0,24125128.0,-7178237.0
410011,LANDMARK MEDICAL CENTER,RI,WOONSOCKET,01/01/2023,12/31/2023,113.0,122165559.0,333131324.0,719754579.0,333949527.0,721392342.0,142292254.0,136689610.0,5602644.0
451990,THE LEAVES  INC.,TX,RICHARDSON,01/01/2023,12/31/2023,20.0,3288756.0,2714648.0,2714648.0,2714648.0,2715771.0,2715771.0,3464078.0,-748307.0
453092,SOUTH TEXAS REHABILITATION HOSPITAL,TX,BROWNSVILLE,01/01/2023,12/31/2023,40.0,16015645.0,25585868.0,28368511.0,25585869.0,28368512.0,16618979.0,15778145.0,840834.0
454132,SAN ANTONIO BEHAVIORAL HEALTHCARE,TX,SAN ANTONIO,01/01/2023,12/31/2023,198.0,34220608.0,123896935.0,133439005.0,123896935.0,133813005.0,42042668.0,42637733.0,-595065.0
490092,SOUTHAMPTON MEMORIAL HOSPITAL,VA,FRANKLIN,01/01/2023,12/31/2023,90.0,53504999.0,46796948.0,245010185.0,46796949.0,246940049.0,51401020.0,61210873.0,-9809853.0
500044,DEACONESS MEDICAL CENTER,WA,SPOKANE,01/01/2023,12/31/2023,279.0,427069384.0,953614139.0,2052323598.0,953597304.0,2077971586.0,476855912.0,529151346.0,-52295434.0
500119,VALLEY HOSPITAL & MEDICAL CENTER,WA,SPOKANE,01/01/2023,12/31/2023,123.0,160726964.0,233131326.0,750306617.0,233176433.0,757102330.0,163186947.0,178047622.0,-14860675.0
501326,PROVIDENCE MOUNT CARMEL HOSPITAL,WA,COLVILLE,01/01/2023,12/31/2023,25.0,51081520.0,18014443.0,119978716.0,18014443.0,126728808.0,60333990.0,62693517.0,-2359527.0
521307,ADVENTHEALTH DURAND,WI,DURAND,01/01/2023,12/31/2023,25.0,15548090.0,2359399.0,30224681.0,2098461.0,32614650.0,18048837.0,17443680.0,605157.0
524042,MIRAMOUNT BEHAVIORAL HEALTH,WI,MIDDLETON,01/01/2023,12/31/2023,72.0,16057458.0,25703533.0,30004882.0,25703533.0,30683702.0,16168781.0,16880893.0,-712112.0
673032,ENCOMPASS HEALTH REHABILITATION HOSP,TX,ROUND ROCK,01/01/2023,12/31/2023,75.0,32169382.0,65803754.0,65803754.0,65803753.0,65803753.0,41471537.0,34952279.0,6519258.0
673055,ACCEL REHABILITATION HOSPITAL PLANO,TX,PLANO,01/01/2023,12/31/2023,149.0,11567126.0,21605830.0,22691358.0,21360802.0,22446330.0,14077531.0,13009217.0,1068314.0
33038,SCOTTSDALE HRH,AZ,SCOTTSDALE,01/01/2023,12/31/2023,50.0,24524957.0,116913109.0,116913109.0,116913108.0,116913108.0,29273520.0,26318446.0,2955074.0
40154,BHMC-CONWAY,AR,CONWAY,01/01/2023,12/31/2023,106.0,78456017.0,188267473.0,413505054.0,188772053.0,428875359.0,98378468.0,107991716.0,-9613248.0
41312,BHMC-HEBER SPRINGS,AR,HEBER SPRINGS,01/01/2023,12/31/2023,25.0,26284410.0,7462384.0,94483305.0,7091043.0,93401673.0,24790882.0,26998236.0,-2207354.0
42012,BAPTIST HEALTH EXTENDED CARE,AR,LITTLE ROCK,01/01/2023,12/31/2023,36.0,13098762.0,63080617.0,63080617.0,63080618.0,63080618.0,12508211.0,12528690.0,-20479.0
50091,COMMUNITY HOSPITAL OF HUNTINGTON PAR,CA,HUNTINGTON PARK,01/01/2023,12/31/2023,81.0,56350713.0,260405832.0,433634040.0,260294173.0,433634039.0,71667454.0,67950727.0,3716727.0
50116,NORTHRIDGE MEDICAL CENTER - ROSCOE,CA,NORTHRIDGE,01/01/2023,12/31/2023,318.0,404450255.0,2354989635.0,3467688791.0,2378778079.0,3468537440.0,520904804.0,509923150.0,10981654.0
50180,JOHN MUIR MEDICAL CENTER - WC,CA,WALNUT CREEK,01/01/2023,12/31/2023,366.0,871916251.0,3933360239.0,5643654121.0,3933360237.0,5643838425.0,1120141680.0,1085989741.0,34151939.0
50290,PROVIDENCE ST JOHNS HEALTH CENTER,CA,SANTA MONICA,01/01/2023,12/31/2023,229.0,445421072.0,903470948.0,1649471068.0,903471927.0,1643762414.0,437801557.0,570983443.0,-133181886.0
50641,EAST LOS ANGELES DOCTORS HOSPITAL,CA,LOS ANGELES,01/01/2023,12/31/2023,102.0,60686125.0,224232081.0,309827562.0,224214681.0,309827559.0,62936961.0,77796839.0,-14859878.0
50708,FRESNO SURGICAL HOSPITAL,CA,FRESNO,01/01/2023,12/31/2023,27.0,90878138.0,66158487.0,325326826.0,66299842.0,325326827.0,104036158.0,95620878.0,8415280.0
50771,COAST PLAZA HOSPITAL,CA,NORWALK,01/01/2023,12/31/2023,117.0,50584910.0,197154802.0,270634289.0,196908962.0,270634288.0,46792312.0,60607038.0,-13814726.0
50780,FOOTHILL REG MEDICAL CENTER,CA,TUSTIN,01/01/2023,12/31/2023,111.0,109368505.0,407800373.0,470476094.0,407800373.0,470476094.0,85050674.0,197373444.0,-112322770.0
52055,CENTRAL VALLEY SPECIALTY HOSPITAL,CA,MODESTO,01/01/2023,12/31/2023,96.0,54251489.0,242383920.0,242995973.0,242995973.0,242995973.0,66052989.0,56554473.0,9498516.0
54069,AURORA CHARTER OAK BHS,CA,COVINA,01/01/2023,12/31/2023,134.0,48514217.0,93775675.0,99957135.0,93775675.0,99957135.0,51016041.0,52775227.0,-1759186.0
54074,ADVENTIST HEALTH VALLEJO,CA,VALLEJO,01/01/2023,12/31/2023,61.0,29312116.0,110423730.0,113453796.0,109763361.0,114262197.0,31688503.0,32403159.0,-714656.0
54077,AURORA VISTA DEL MAR BHS,CA,VENTURA,01/01/2023,12/31/2023,87.0,24059957.0,21619351.0,23783621.0,21950650.0,24114920.0,14374667.0,24822933.0,-10448266.0
54155,BAKERSFIELD BEHAVIORAL HEALTHCARE HO,CA,BAKERSFIELD,01/01/2023,12/31/2023,90.0,25282088.0,45557075.0,46357525.0,45557075.0,46357525.0,26084716.0,29942418.0,-3857702.0
60076,STERLING REGIONAL MEDCENTER,CO,STERLING,01/01/2023,12/31/2023,25.0,48987414.0,17894034.0,118418958.0,18776733.0,121118510.0,56108660.0,57762380.0,-1653720.0
61302,FAMILY HEALTH WEST HOSPITAL,CO,FRUITA,01/01/2023,12/31/2023,25.0,55056689.0,27429654.0,138249278.0,27429653.0,165984644.0,77735914.0,80124965.0,-2389051.0
100075,ST. JOSEPHS HOSPITAL,FL,TAMPA,01/01/2023,12/31/2023,1354.0,1249045584.0,3619884815.0,6736970157.0,3667411696.0,6923828122.0,1700681215.0,1498017862.0,202663353.0
100109,ADVENTHEALTH SEBRING,FL,SEBRING,01/01/2023,12/31/2023,204.0,252643902.0,870061346.0,1727437306.0,874404174.0,1840958653.0,318553751.0,307933757.0,10619994.0
100319,ADVENTHEALTH WESLEY CHAPEL,FL,WESLEY CHAPEL,01/01/2023,12/31/2023,169.0,296141527.0,1016734895.0,2296284526.0,1011628484.0,2296284525.0,407509246.0,333039039.0,74470207.0
102026,ADVENTHEALTH CONNERTON,FL,LAND O LAKES,01/01/2023,12/31/2023,77.0,47619907.0,271591479.0,271595361.0,271591477.0,271591477.0,49585385.0,49821646.0,-236261.0
140200,ELMHURST MEMORIAL HOSPITAL,IL,ELMHURST,01/01/2023,12/31/2023,258.0,502759063.0,1297611263.0,3540708947.0,1316690663.0,3625762984.0,617453008.0,475160124.0,142292884.0
150002,METHODIST HOSPITALS  INC,IN,GARY,01/01/2023,12/31/2023,405.0,356880203.0,751076212.0,1754756267.0,746315917.0,1819730756.0,404760024.0,440235502.0,-35475478.0
150158,IU HEALTH WEST HOSPITAL,IN,AVON,01/01/2023,12/31/2023,173.0,249185623.0,512975212.0,1481013718.0,513405931.0,1481444437.0,332352467.0,277671635.0,54680832.0
150161,IU HEALTH NORTH HOSPITAL,IN,CARMEL,01/01/2023,12/31/2023,153.0,299062416.0,485457524.0,1542382547.0,485456001.0,1543616937.0,436539977.0,322451107.0,114088870.0
150179,FAIRBANKS,IN,INDIANAPOLIS,01/01/2023,12/31/2023,52.0,16424177.0,18923789.0,27038443.0,29300730.0,40521575.0,22896485.0,23910633.0,-1014148.0
151317,GREENE COUNTY GENERAL HOSPITAL,IN,LINTON,01/01/2023,12/31/2023,25.0,51587260.0,14600244.0,163418633.0,15701021.0,179055458.0,57681590.0,62597201.0,-4915611.0
151324,FRANCISCAN HEALTH RENSSELAER,IN,RENSSELAER,01/01/2023,12/31/2023,25.0,36127472.0,6489158.0,113149038.0,6049760.0,114446921.0,37493028.0,37757990.0,-264962.0
151329,MARGARET MARY COMMUNITY HOSPITAL,IN,BATESVILLE,01/01/2023,12/31/2023,25.0,80982816.0,30958556.0,283138672.0,32188140.0,336171791.0,127910974.0,126966598.0,944376.0
153042,LAFAYETTE REGIONAL REHABILITATION HO,IN,LAFAYETTE,01/01/2023,12/31/2023,40.0,15699417.0,21280800.0,22741605.0,21280800.0,22741605.0,15791320.0,15052833.0,738487.0
153049,BLOOMINGTON REGIONAL REHABILITATION,IN,BLOOMINGTON,01/01/2023,12/31/2023,40.0,18114360.0,22027880.0,22689600.0,22027881.0,22689601.0,16945675.0,16817348.0,128327.0
161367,PELLA REGIONAL HEALTH CENTER,IA,PELLA,01/01/2023,12/31/2023,25.0,95601230.0,24113430.0,218169656.0,23861204.0,260936378.0,125839069.0,139186518.0,-13347449.0
191313,RIVERSIDE MED CTR,LA,FRANKLINTON,01/01/2023,12/31/2023,25.0,28507122.0,4398165.0,74824612.0,4394145.0,74824612.0,24986773.0,33725364.0,-8738591.0
192057,SAGE SPECIALTY & REHAB OF LAFAYETTE,LA,LAFAYETTE,01/01/2023,12/31/2023,49.0,8058193.0,15303565.0,15303565.0,15303565.0,15303565.0,8795813.0,8349044.0,446769.0
224018,HUMAN RESOURCE INSTITUTE,MA,BOSTON,01/01/2023,12/31/2023,66.0,20028294.0,28215000.0,54707820.0,28215000.0,54707820.0,35462150.0,25170797.0,10291353.0
231304,HELEN NEWBERRY JOY HOSPITAL,MI,NEWBERRY,01/01/2023,12/31/2023,25.0,36606911.0,7101546.0,58993101.0,7452992.0,62583032.0,35895100.0,39605761.0,-3710661.0
241375,MINNESOTA VALLEY HEALTH CENTER  INC.,MN,LE SUEUR,01/01/2023,12/31/2023,9.0,15156166.0,5329117.0,17338998.0,5472391.0,18983786.0,13347782.0,14171082.0,-823300.0
260214,BELTON REGIONAL MEDICAL CENTER,MO,BELTON,01/01/2023,12/31/2023,62.0,80617623.0,259915712.0,849139984.0,259889322.0,849139985.0,99327672.0,81398135.0,17929537.0
294013,DESERT PARKWAY BEHAVIORAL HEALTHCARE,NV,LAS VEGAS,01/01/2023,12/31/2023,152.0,32701226.0,77611549.0,81219069.0,77611550.0,81219070.0,33813821.0,34333642.0,-519821.0
310032,INSPIRA MEDICAL CENTER VINELAND,NJ,VINELAND,01/01/2023,12/31/2023,280.0,519788735.0,1372762322.0,2435148758.0,1372750156.0,2492215210.0,537363766.0,617628763.0,-80264997.0
330073,UNITED MEMORIAL MEDICAL CENTER,NY,BATAVIA,01/01/2023,12/31/2023,126.0,116092585.0,98538430.0,342820804.0,99514198.0,395869320.0,140163753.0,150121658.0,-9957905.0
330074,FREDRICK FERRIS THOMPSON HOSPITAL,NY,CANANDAIGUA,01/01/2023,12/31/2023,113.0,192488173.0,138565097.0,447666098.0,141050003.0,545615687.0,210734579.0,236640595.0,-25906016.0
330135,BON SECOURS COMMUNITY HOSPITAL,NY,PORT JERVIS,01/01/2023,12/31/2023,62.0,92094449.0,237711665.0,558647432.0,237633142.0,558650358.0,84285478.0,99144447.0,-14858969.0
330153,ELLIS HOSPITAL,NY,SCHENECTADY,01/01/2023,12/31/2023,270.0,388066669.0,663203188.0,1380696302.0,689068560.0,1474108826.0,401432172.0,442026130.0,-40593958.0
340187,DAVIE MEDICAL CENTER,NC,BERMUDA RUN,01/01/2023,12/31/2023,42.0,81765841.0,70697955.0,581133365.0,70697954.0,581133363.0,139284298.0,103572760.0,35711538.0
370203,COMMUNITY HOSPITAL,OK,OKLAHOMA CITY,01/01/2023,12/31/2023,45.0,108846499.0,137588568.0,832526595.0,230636018.0,834902952.0,151451868.0,117369806.0,34082062.0
370216,TULSA SPINE HOSPITAL,OK,TULSA,01/01/2023,12/31/2023,38.0,63049460.0,93336292.0,409724941.0,93336293.0,409724942.0,83498310.0,69751596.0,13746714.0
370228,BAILEY MEDICAL CENTER,OK,OWASSO,01/01/2023,12/31/2023,33.0,42279613.0,78276999.0,406726066.0,78301697.0,406726067.0,60118136.0,51339779.0,8778357.0
380014,GOOD SAMARITAN HOSPITAL CORVALLIS,OR,CORVALLIS,01/01/2023,12/31/2023,169.0,384359900.0,475636443.0,1003514145.0,521133100.0,1142291017.0,499481739.0,601322141.0,-101840402.0
393054,LANCASTER REHABILITATION HOSPITAL,PA,LANCASTER,01/01/2023,12/31/2023,59.0,23177020.0,45008034.0,45008034.0,45008034.0,45008034.0,29146219.0,23357949.0,5788270.0
400106,HOSPITAL METROPOLITANO,PR,RIO PIEDRAS,01/01/2023,12/31/2023,132.0,33670119.0,25858297.0,73499655.0,25858297.0,81022416.0,49829173.0,52403766.0,-2574593.0
400110,HOSPITAL METROPOLITANO TITO MATTEI,PR,YAUCO,01/01/2023,12/31/2023,77.0,21669144.0,18258708.0,40395803.0,19979321.0,42116416.0,25610118.0,30473019.0,-4862901.0
450231,BAPTIST SAINT ANTHONYS HOSPITAL,TX,AMARILLO,01/01/2023,12/31/2023,357.0,439972482.0,1422218401.0,2690325737.0,1422217288.0,2689380464.0,581624647.0,597957062.0,-16332415.0
450853,BAYLOR MEDICAL CENTER AT FRISCO,TX,FRISCO,01/01/2023,12/31/2023,68.0,131587554.0,126362175.0,462033473.0,126408698.0,462079996.0,167727609.0,147434154.0,20293455.0
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,TX,TROPHY CLUB,01/01/2023,12/31/2023,21.0,54463855.0,34879364.0,205035040.0,34879364.0,205035039.0,79484107.0,56248371.0,23235736.0
451353,CRANE COUNTY HOSPITAL DISTRICT,TX,CRANE,10/01/2022,09/30/2023,15.0,9922606.0,1302785.0,10612975.0,1327487.0,11252194.0,6444181.0,10207606.0,-3763425.0
503025,ST. LUKES REHABILITATION INST.,WA,SPOKANE,01/01/2023,12/31/2023,91.0,48381772.0,67775707.0,99031899.0,67776627.0,100040176.0,43773720.0,68754394.0,-24980674.0
511303,MINNIE HAMILTON HEALTH CARE CENTER,WV,GRANTSVILLE,01/01/2023,12/31/2023,25.0,25843888.0,6377432.0,31947581.0,6406794.0,35673414.0,24501368.0,30516611.0,-6015243.0
520189,AURORA MEDICAL CENTER KENOSHA,WI,KENOSHA,01/01/2023,12/31/2023,133.0,252899349.0,380400605.0,1304396071.0,389660177.0,1306033381.0,347392878.0,273543534.0,73849344.0
673073,LONGVIEW REHABILITATION HOSPITAL,TX,LONGVIEW,03/01/2023,12/31/2023,36.0,11267878.0,18424557.0,18697495.0,18424557.0,18697495.0,10410614.0,11213920.0,-803306.0
10016,SHELBY BAPTIST MEDICAL CENTER,AL,ALABASTER,01/01/2023,12/31/2023,212.0,150296010.0,969669973.0,1664943333.0,969669973.0,1664943333.0,158264421.0,165902219.0,-7637798.0
10086,NORTHWEST MEDICAL CENTER,AL,WINFIELD,01/01/2023,12/31/2023,28.0,19551487.0,25358653.0,92965748.0,25150651.0,102653761.0,23666364.0,27473580.0,-3807216.0
10089,WALKER BAPTIST MEDICAL CENTER,AL,JASPER,01/01/2023,12/31/2023,207.0,87296401.0,556840269.0,1290349654.0,556840269.0,1290349654.0,118146783.0,99557747.0,18589036.0
10101,CITIZENS BAPTIST MEDICAL CENTER,AL,TALLADEGA,01/01/2023,12/31/2023,103.0,25845835.0,108243516.0,338913010.0,108395226.0,338913010.0,32935663.0,31994706.0,940957.0
10103,PRINCETON BAPTIST MEDICAL CENTER,AL,BIRMINGHAM,01/01/2023,12/31/2023,255.0,176890973.0,1299387729.0,2076024889.0,1299387729.0,2076024889.0,211665582.0,200384015.0,11281567.0
10138,HILL HOSPITAL OF SUMTER COUNTY,AL,YORK,01/01/2023,12/31/2023,33.0,3860718.0,3939777.0,7052428.0,4231502.0,7692455.0,4113653.0,4944749.0,-831096.0
10158,RUSSELLVILLE HOSPITAL,AL,RUSSELLVILLE,01/01/2023,12/31/2023,51.0,51423381.0,38870470.0,134249475.0,39659013.0,135801555.0,48590057.0,55423168.0,-6833111.0
10168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,PHENIX CITY,01/01/2023,12/31/2023,47.0,70132976.0,105670174.0,247189672.0,105667011.0,247189874.0,79983752.0,76044495.0,3939257.0
10174,THOMASVILLE REGIONAL MEDICAL CENTER,AL,THOMASVILLE,01/01/2023,12/31/2023,29.0,15011967.0,6075933.0,45345931.0,5522724.0,47983627.0,6325969.0,17629333.0,-11303364.0
11304,OCHSNER CHOCTAW GENERAL,AL,BUTLER,01/01/2023,12/31/2023,25.0,18335909.0,4836030.0,32086702.0,6819570.0,33688580.0,18675948.0,19195559.0,-519611.0
14018,BEHAVIORAL HEALTH CENTERS,AL,HUBTSVILLE,01/01/2023,12/31/2023,20.0,4160470.0,5667294.0,5667294.0,5667294.0,5667294.0,5151658.0,4407828.0,743830.0
30064,BANNER UNIVERSITY MED CENTER TUCSON,AZ,TUCSON,01/01/2023,12/31/2023,559.0,995647566.0,2175405303.0,3922644976.0,2231862269.0,3973187608.0,1212737135.0,1177409657.0,35327478.0
30111,BANNER UNIVERSITY MED CENTER SOUTH,AZ,TUCSON,01/01/2023,12/31/2023,147.0,178860580.0,325193601.0,771173078.0,336871162.0,779817412.0,221092142.0,239569015.0,-18476873.0
30146,HONORHEALTH SONORAN CROSSING MED CTR,AZ,PHOENIX,01/01/2023,12/31/2023,79.0,110429137.0,219969661.0,677691263.0,217378920.0,689121797.0,107399094.0,116743354.0,-9344260.0
30154,YUMA COMMUNITY HOSPITAL,AZ,YUMA,01/19/2023,12/31/2023,9.0,11815134.0,27901138.0,279424220.0,27901138.0,324373954.0,20136961.0,16430401.0,3706560.0
50204,PALMDALE REGIONAL MEDICAL CENTER,CA,PALMDALE,01/01/2023,12/31/2023,157.0,227361983.0,1485510311.0,2895494836.0,1485510310.0,2895494835.0,248759997.0,274906148.0,-26146151.0
60100,THE MEDICAL CENTER OF AURORA,CO,AURORA,01/01/2023,12/31/2023,326.0,337004110.0,2810931810.0,4976608262.0,2806753009.0,4942346307.0,413704103.0,388151954.0,25552149.0
